Q33,Q33A1,Q33A2,Q33A3,Q32,Q50,Q58A1,Q58A2,D_SIZE,D_IND,D_INDSIZE,WT,year
1,0,1,1,2,2,4,4,4,4,44,12.91542128,2019
2, , , ,2,3,3,2,2,2,22,97.20167364,2019
1,0,1,0,2,3,4,2,2,13,132,399.395559,2019
2, , , ,2,3,1,1,2,7,72,52.8389525,2019
1,0,0,1,2,3,3,3,1,4,41,3676.072548,2019
2, , , ,2,2,4,4,3,13,133,163.6631028,2019
2, , , ,2,3,4,4,2,10,102,66.60282225,2019
2, , , ,2,3,3,3,2,2,22,107.8973193,2019
2, , , ,2,3,2,3,2,2,22,100.4528767,2019
1,0,1,0,2,3,4,3,3,11,113,47.67368819,2019
2, , , ,4,3,2,2,2,3,32,171.097941,2019
2, , , ,2,3,3,3,2,2,22,107.8973193,2019
2, , , ,2,2,4,4,2,2,22,100.4528767,2019
2, , , ,2,3,4,4,2,6,62,462.7562857,2019
2, , , ,2,3,3,3,2,5,52,61.73692792,2019
1,0,1,0,2,3,4,3,2,2,22,97.20167364,2019
1,0,1,0,2,3,4,2,2,13,132,425.2260337,2019
2, , , ,2,2,5,4,4,3,34,17.50714507,2019
1,1,0,0,2,3,4,3,4,7,74,13.71127054,2019
2, , , ,2,3,4,4,3,9,93,52.41007876,2019
2, , , ,2,3,3,2,2,9,92,91.26425765,2019
2, , , ,2,3,3,3,2,2,22,100.4528767,2019
1,0,1,1,2,2,4,4,3,10,103,46.46815968,2019
2, , , ,2,3,5,4,2,2,22,97.20167364,2019
1,0,1,1,2,2,4,4,5,7,75,2.802730259,2019
2, , , ,2,3,5,5,2,2,22,97.20167364,2019
2, , , ,2,2,3,3,4,6,64,4.245849168,2019
2, , , ,2,3,4,3,3,10,103,72.6915142,2019
1,0,1,0,2,3,4,4,2,13,132,425.2260337,2019
1,1,0,0,2,1,4,4,5,13,135,1.16310542,2019
1,0,0,1,2,2,5,4,4,8,84,7.710653452,2019
2, , , ,2,3,4,3,2,2,22,97.20167364,2019
2, , , ,2,2,4,3,3,13,133,176.1710518,2019
1,0,1,0,2,2,5,5,3,13,133,163.6631028,2019
2, , , ,2,3,5,5,2,2,22,107.8973193,2019
2, , , ,2,2,4,3,2,6,62,502.9467034,2019
2, , , , ,3,2,2,1,2,21,202.612735,2019
1,0,1,0,2,2,4,4,5,3,35,3.311875178,2019
2, , , ,2,3,5,4,2,2,22,107.8973193,2019
2, , , ,2,2,4,4,3,8,83,76.93229646,2019
2, , , ,2,3,3,3,2,13,132,235.4033183,2019
1,1,1,1,2,2,4,3,4,5,54,14.42693906,2019
2, , , ,2,3,4,3,3,13,133,279.0689436,2019
2, , , ,2,3,5,4,3,4,43,143.4142491,2019
2, , , ,2,3,4,4,5,11,115,1.314865957,2019
1,0,1,0,2,3,4,4,4,13,134,49.72475257,2019
2, , , ,2,3,4,3,4,6,64,4.245849168,2019
1,1,0,1,3,2,4,3,5,7,75,4.456038067,2019
2, , , ,2,3,3,2,1,2,21,202.612735,2019
2, , , ,2,3,1,1,4,8,84,12.25910528,2019
2, , , ,2,3,4,3,2,13,132,414.8221554,2019
1,1,0,1,4,2,5,4,4,13,134,49.79981962,2019
2, , , ,2,2,3,3,2,6,62,502.9467034,2019
2, , , ,2,3,4,3,4,4,44,12.91542128,2019
2, , , ,2,3,4,3,2,13,132,414.8221554,2019
2, , , ,2,2,3,3,4,5,54,15.35740048,2019
2, , , ,2,2,5,4,3,7,73,47.79998351,2019
2, , , ,2,2,4,3,4,5,54,15.35740048,2019
2, , , ,2,3,4,3,2,13,132,414.8221554,2019
2, , , ,2,3,5,5,3,11,113,49.08816053,2019
2, , , ,2,2,4,3,4,5,54,15.35740048,2019
2, , , ,2,2,4,4,2,6,62,502.9467034,2019
2, , , ,2,2,4,4,3,5,53,52.28962183,2019
2, , , ,2,2,5,3,3,5,53,52.28962183,2019
2, , , ,2,2,4,3,2,1,12,6.485675744,2019
2, , , ,2,3,4,3,2,13,132,235.048477,2019
2, , , ,2,3,2,2,1,2,21,202.612735,2019
2, , , ,2,3,3,3,2,1,12,11.44615794,2019
2, , , ,2,2,5,5,2,7,72,35.36297368,2019
2, , , ,2,3,3,3,2,13,132,414.8221554,2019
2, , , ,2,2,4,5,1,2,21,202.612735,2019
2, , , ,2,3,3,3,2,13,132,235.048477,2019
2, , , ,2,2,4,3,5,12,125,2.295851472,2019
2, , , ,2,3,4,3,2,13,132,235.048477,2019
1,0,1,1,2,2,4,3,4,11,114,13.15412364,2019
2, , , ,2,2,4,3,2,10,102,128.3253946,2019
2, , , ,2,1,5,5,5,6,65,1.347416007,2019
2, , , ,2,2,2,2,1,7,71,198.2838182,2019
1,1,0,0,2,1,3,4,5,13,135,5.197871826,2019
1,1,0,1,2,2,4,5,5,13,135,1.202008987,2019
2, , , ,2,3,3,2,4,10,104,14.50039489,2019
2, , , ,2,3,4,3,3,8,83,122.3140331,2019
1,1,0,1,2,1,4,4,4,8,84,12.25910528,2019
2, , , ,2,3,4,3,2,3,32,183.777805,2019
2, , , ,3,1,4,5,1,7,71,190.1489245,2019
1,0,1,1,2,1,4,2,4,7,74,13.71127054,2019
1,0,0,1,2,2,4,4,5,8,85,3.80187275,2019
1,1,0,0,2,1,4,3,5,13,135,1.16310542,2019
1,0,1,0,2,3,3,3,4,10,104,14.50039489,2019
2, , , ,2,2,5,2,1,4,41,3676.072548,2019
2, , , ,2,3,3,4,2,7,72,52.8389525,2019
1,0,1,0,3,1,5,5,5,13,135,1.277070121,2019
2, , , ,2,3,4,4,1,4,41,3676.072548,2019
2, , , ,2,2,5,5,1,3,31,422.663385,2019
2, , , ,2,3,2,2,5,5,55,2.10985814,2019
2, , , ,4,3,3,3,4,6,64,4.245849168,2019
2, , , ,2,3,3,3,5,4,45,5.700002703,2019
2, , , ,2,3,4,4,4,11,114,11.85515123,2019
1,0,0,1,2,3,4,4,4,9,94,3.786471566,2019
1,1,0,0,4,3,4,3,4,12,124,3.475550606,2019
2, , , ,2,3,5,5,4,11,114,11.85515123,2019
1,0,1,0,2,1,5,5,5,13,135,1.168626546,2019
1,1,0,0,2,3,2,2,4,13,134,48.18802582,2019
2, , , ,2,3,3,3,3,4,43,143.4142491,2019
2, , , ,2,3,4,2,4,6,64,4.245849168,2019
2, , , ,2,2,4,4,5,11,115,4.829986465,2019
2, , , ,2,3,2,2,1,5,51,1936.17102,2019
2, , , ,2,2,5,4,4,6,64,4.12793257,2019
2, , , ,2,3,4,4,4,11,114,7.456577025,2019
1,0,1,0,2,2,4,3,4,11,114,13.15412364,2019
2, , , ,2,3,4,3,3,8,83,122.3140331,2019
2, , , ,2,3,5,5,4,6,64,4.245849168,2019
2, , , ,2,3,4,4,2,5,52,59.73878417,2019
1,0,1,0,2,2,3,2,4,4,44,12.91542128,2019
1,0,1,0,2,2,4,4,3,7,73,47.79998351,2019
2, , , ,2,2,4,5,2,7,72,32.36009447,2019
2, , , , ,3,2,2,1,12,121,2416.157591,2019
2, , , ,2,2,4,3,2,10,102,128.3253946,2019
2, , , ,2,3,4,4,2,5,52,53.81699784,2019
2, , , ,2,2,3,3,4,11,114,11.85515123,2019
1,0,1,1,2,2,5,5,4,7,74,13.71127054,2019
1,1,0,0,2,2,5,5,5,13,135,5.197871826,2019
1,0,1,0,2,3,2,2,2,1,12,6.648338661,2019
2, , , ,3,2,5,4,3,7,73,46.47247252,2019
2, , , ,2,3,3,3,1,11,111,238.6002982,2019
2, , , ,2,2,3,3,2,4,42,461.4971149,2019
2, , , ,2,2,4,3,2,1,12,11.44615794,2019
2, , , ,2,3,4,4,2,11,112,49.8929556,2019
1,0,1,1,2,3,4,3,4,13,134,49.72475257,2019
2, , , ,2,3,4,3,2,5,52,33.84947032,2019
1,1,0,0,2,2,3,3,5,8,85,2.391277551,2019
2, , , ,2,2,4,4,1,7,71,192.7770391,2019
1,1,0,1,2,1,4,4,5,8,85,3.80187275,2019
2, , , ,2,3,3,3,3,13,133,262.1168223,2019
2, , , ,2,2,4,3,2,10,102,72.71233747,2019
2, , , ,2,3,2,2,4,10,104,14.50039489,2019
1,1,0,1,2,2,3,3,5,7,75,4.456038067,2019
2, , , ,2,2,4,3,2,1,12,10.31152317,2019
2, , , ,2,3,4,5,4,11,114,11.85515123,2019
2, , , ,2,3,3,3,2,13,132,223.4994391,2019
2, , , ,2,3,4,3,2,11,112,55.38295754,2019
2, , , ,2,3,4,3,2,13,132,343.8392036,2019
2, , , ,2,3,4,4,5,3,35,1.253854334,2019
2, , , ,2,3,5,5,3,9,93,51.94971263,2019
2, , , ,2,3,4,3,1,8,81,95.32977845,2019
2, , , ,2,2,4,3,2,1,12,10.31152317,2019
2, , , ,2,3,4,3,2,5,52,53.81699784,2019
2, , , ,2,2,3,2,2,10,102,128.3253946,2019
2, , , ,2,2,4,3,4,3,34,17.50714507,2019
2, , , ,2,2,4,1,3,3,33,159.7322528,2019
2, , , ,2,2,3,3,5,11,115,4.353024311,2019
1,0,1,0,2,3,4,3,2,11,112,53.91632882,2019
2, , , ,2,3,5,5,3,7,73,47.79998351,2019
1,0,0,1,2,3,4,3,2,13,132,381.673761,2019
2, , , ,2,3,4,3,2,11,112,49.8929556,2019
1,0,1,0,2,2,5,4,4,12,124,5.525749672,2019
2, , , ,2,2,4,4,4,8,84,12.25910528,2019
1,1,0,1,2,2,4,3,5,6,65,1.268220219,2019
2, , , ,2,3,5,4,2,13,132,381.673761,2019
2, , , ,2,2,4,4,4,6,64,2.670526992,2019
1,1,0,0,2,2,4,4,4,12,124,3.475550606,2019
2, , , ,2,3,4,3,2,11,112,49.8929556,2019
1,0,0,1,2,3,4,3,2,5,52,59.73878417,2019
2, , , ,2,2,4,3,2,10,102,115.6047546,2019
1,0,1,0,2,3,4,4,4,1,14,2.354995103,2019
1,1,0,1,2,1,4,3,5,8,85,3.80187275,2019
1,1,0,0,2,2,5,3,3,7,73,47.79998351,2019
1,0,0,1,2,3,4,4,1,13,131,1172.501258,2019
2, , , ,2,3,3,2,5,11,115,1.314865957,2019
2, , , ,2,3,4,3,2,1,12,6.485675744,2019
2, , , ,2,3,3,2,1,2,21,202.612735,2019
1,0,1,0,2,2,5,5,5,7,75,4.456038067,2019
2, , , ,2,3,4,3,2,2,22,107.8973193,2019
2, , , ,2,2,5,4,1,10,101,378.2484627,2019
2, , , ,2,3,4,3,3,6,63,78.50076054,2019
2, , , ,2,3,3,3,4,13,134,48.92527588,2019
2, , , ,2,2,4,3,2,12,122,122.5666796,2019
2, , , ,2,3,5,5,2,10,102,130.4223304,2019
2, , , ,2,3,4,4,2,2,22,107.8973193,2019
2, , , ,2,3,4,3,4,2,24,25.02559977,2019
1,0,1,0,2,2,5,3,5,10,105,2.958038847,2019
2, , , ,2,2,5,3,4,7,74,13.71127054,2019
2, , , ,2,3,3,3,2,11,112,50.01282742,2019
2, , , ,2,3,5,3,2,2,22,107.8973193,2019
1,0,1,0,3,2,5,3,2,8,82,71.95962115,2019
1,0,1,0,2,3,4,3,3,9,93,58.39052142,2019
2, , , ,2,2,4,3,5,3,35,3.311875178,2019
2, , , ,2,3,3,3,4,13,134,48.92527588,2019
2, , , ,2,3,4,3,2,12,122,122.5666796,2019
2, , , ,2,3,1,3,4,5,54,9.07416365,2019
2, , , ,2,3,5,5,2,3,32,171.097941,2019
2, , , ,2,3,3,3,2,2,22,107.8973193,2019
2, , , ,2,3,3,3,2,2,22,111.5062705,2019
2, , , ,2,3,3,3,2,5,52,33.84947032,2019
2, , , ,2,3,3,3,3,4,43,143.4142491,2019
2, , , ,2,2,5,5,5,11,115,4.829986465,2019
2, , , ,2,2,3,3,1,12,121,2416.157591,2019
2, , , ,2,2,3,5,4,1,14,1.335831084,2019
2, , , ,2,3,4,3,4,13,134,48.999136,2019
2, , , ,2,3,5,4,2,2,22,107.8973193,2019
2, , , ,2,3,4,3,1,11,111,215.0384698,2019
1,0,1,0,2,1,4,3,1,9,91,820.1111174,2019
1,1,0,1,2,2,4,3,4,10,104,9.120365427,2019
2, , , ,2,2,3,4,4,1,14,2.123826987,2019
2, , , ,2,2,3,2,2,2,22,100.4528767,2019
2, , , ,2,2,4,2,2,13,132,388.0981677,2019
2, , , ,2,3,4,4,4,11,114,13.15412364,2019
2, , , ,2,3,4,3,4,2,24,25.02559977,2019
2, , , ,2,3,4,3,2,5,52,53.81699784,2019
1,0,1,0,2,2,5,3,4,1,14,2.123826987,2019
2, , , ,2,3,3,3,2,2,22,111.5062705,2019
2, , , ,2,2,4,2,5,5,55,2.10985814,2019
1,0,1,0,2,2,4,2,2,10,102,73.90051307,2019
2, , , ,2,3,4,3,4,13,134,48.999136,2019
2, , , ,2,2,4,3,4,1,14,2.123826987,2019
2, , , ,2,3,4,4,2,11,112,45.07405045,2019
2, , , ,2,3,3,5,3,9,93,51.94971263,2019
2, , , ,2,2,3,4,4,2,24,25.43453735,2019
2, , , ,2,3,4,4,2,5,52,53.81699784,2019
2, , , ,2,2,4,3,4,2,24,25.02559977,2019
2, , , ,2,3,3,3,1,12,121,2195.937664,2019
2, , , ,2,2,3,3,3,9,93,51.94971263,2019
2, , , ,2,2,3,2,1,9,91,851.787792,2019
1,1,0,1,2,2,5,5,5,12,125,1.301105126,2019
2, , , ,2,3,4,4,3,11,113,39.85520294,2019
2, , , ,2,2,4,3,3,9,93,54.16309185,2019
2, , , ,2,3,3,3,1,12,121,2337.957552,2019
1,0,1,0,2,2,3,3,5,13,135,1.203823602,2019
2, , , ,2,3,4,3,4,13,134,48.999136,2019
2, , , ,2,2,4,3,4,2,24,25.02559977,2019
1,1,0,1,3,2,3,3,5,11,115,4.829986465,2019
1,1,0,0,2,3,4,1,5,9,95,1.872198432,2019
2, , , ,2,2,3,3,1,2,21,202.612735,2019
2, , , ,2,2,3,2,1,9,91,851.787792,2019
1,0,1,0,2,3,4,4,2,5,52,53.81699784,2019
2, , , ,2,3,4,4,4,13,134,86.34511763,2019
2, , , ,2,2,4,3,3,7,73,47.79998351,2019
2, , , ,2,3,3,3,3,5,53,30.95571799,2019
2, , , ,2,3,4,3,1,12,121,2195.937664,2019
2, , , ,2,2,3,3,4,2,24,25.02559977,2019
2, , , ,2,2,3,3,3,5,53,49.21624453,2019
2, , , ,2,2,4,4,1,7,71,198.2838182,2019
2, , , ,2,2,4,3,1,9,91,800.0457036,2019
2, , , ,2,3,3,3,4,13,134,77.78589862,2019
2, , , ,2,2,4,4,4,3,34,17.50714507,2019
1,1,0,0,2,2,5,4,5,5,55,1.327045048,2019
2, , , ,2,2,3,4,3,1,13,5.433000182,2019
1,0,0,1,2,3,4,4,4,13,134,49.72475257,2019
1,1,0,0,2,3,4,5,5,3,35,1.253854334,2019
2, , , ,2,3,3,3,3,12,123,87.45915245,2019
2, , , ,2,3,3,3,3,2,23,76.71655453,2019
1,1,0,0,2,3,4,3,3,9,93,51.94971263,2019
2, , , ,2,2,3,2,2,2,22,111.5062705,2019
2, , , ,2,3,1,1,3,6,63,78.50076054,2019
1,0,1,0,2,2,3,3,4,7,74,13.71127054,2019
1,1,0,0,2,2,5,5,5,2,25,1.887521801,2019
2, , , ,2,3,4,3,5,9,95,1.144859836,2019
2, , , ,2,2,3,4,3,1,13,5.727471003,2019
2, , , ,2,3,5,4,3,6,63,78.50076054,2019
2, , , ,2,3,3,3,4,13,134,81.10005923,2019
2, , , , ,3,4,3,2,4,42,495.6981148,2019
2, , , ,2,2,4,3,4,11,114,13.15412364,2019
2, , , ,2,3,4,3,5,3,35,1.253854334,2019
2, , , ,2,3,3,2,1,5,51,2000.932097,2019
2, , , , ,3,3,3,1,12,121,2541.009338,2019
2, , , ,2,2,3,4,1,12,121,2337.957552,2019
2, , , ,2,2,3,3,4,1,14,2.123826987,2019
2, , , ,2,3,4,2,3,6,63,87.13863982,2019
1,1,0,1,2,2,5,5,5,2,25,2.009256994,2019
2, , , ,2,3,3,3,4,11,114,14.60154569,2019
2, , , ,2,2,3,4,3,1,13,9.106059614,2019
2, , , ,2,3,2,2,1,5,51,2000.932097,2019
2, , , ,2,2,4,4,3,3,33,159.7322528,2019
1,0,1,1,2,2,4,3,3,10,103,73.87934953,2019
2, , , ,2,3,4,4,3,2,23,74.23358835,2019
1,0,0,1,2,2,5,5,5,11,115,4.829986465,2019
1,0,1,0,2,2,3,4,3,1,13,5.727471003,2019
2, , , ,2,3,4,3,4,13,134,77.78589862,2019
2, , , ,2,2,3,3,5,11,115,4.829986465,2019
1,1,0,0,2,2,4,4,5,13,135,1.202008987,2019
2, , , , ,3,3,3,1,12,121,2541.009338,2019
2, , , ,2,2,3,3,4,11,114,13.83384557,2019
1,0,1,0,2,2,4,4,4,1,14,2.123826987,2019
2, , , , ,3,3,3,1,5,51,2000.932097,2019
2, , , ,2,2,3,4,1,10,101,378.2484627,2019
1,0,0,1,2,3,4,3,2,9,92,93.98241771,2019
2, , , ,2,3,3,3,2,5,52,53.81699784,2019
1,1,0,0,2,2,5,4,5,7,75,2.806961405,2019
2, , , ,2,3,4,3,4,13,134,48.999136,2019
2, , , ,2,3,2,3,1,5,51,2000.932097,2019
2, , , ,2,2,2,1,1,9,91,729.6481662,2019
2, , , ,2,2,3,3,1,12,121,1439.798639,2019
2, , , ,2,2,4,3,4,2,24,25.02559977,2019
2, , , ,2,2,4,5,3,8,83,81.73644143,2019
1,0,0,1,2,3,4,4,2,9,92,97.98665026,2019
2, , , ,2,3,2,3,1,5,51,2000.932097,2019
2, , , ,2,3,3,3,1,7,71,198.2838182,2019
2, , , ,2,3,4,4,5,9,95,1.872198432,2019
2, , , ,2,2,3,4,3,5,53,53.753412,2019
2, , , ,2,3,3,3,2,5,52,53.81699784,2019
2, , , ,2,3,3,2,2,7,72,52.8389525,2019
2, , , ,2,2,4,3,1,12,121,2541.009338,2019
2, , , ,2,3,2,3,1,5,51,2000.932097,2019
2, , , ,2,2,3,3,4,11,114,13.83384557,2019
1,1,0,1,2,2,3,3,5,10,105,2.958038847,2019
2, , , , ,3,4,3,1,13,131,1301.518152,2019
2, , , ,2,2,4,3,4,2,24,25.02559977,2019
2, , , ,2,3,3,3,4,7,74,13.71127054,2019
1,0,1,0,4,2,3,4,3,5,53,30.45801064,2019
2, , , ,2,3,2,2,1,12,121,2541.009338,2019
2, , , ,2,2,4,3,1,4,41,3799.029877,2019
2, , , ,2,2,4,4,5,11,115,4.829986465,2019
2, , , ,2,3,4,4,1,7,71,112.3525079,2019
2, , , ,2,2,3,3,1,12,121,1439.798639,2019
2, , , ,2,2,4,3,4,2,24,25.02559977,2019
2, , , ,2,3,4,2,1,4,41,3799.029877,2019
1,0,1,0,2,2,3,4,3,5,53,30.45801064,2019
2, , , ,2,2,4,4,3,3,33,159.7322528,2019
2, , , ,3,2,5,5,2,10,102,144.2533225,2019
2, , , ,2,3,4,3,2,4,42,512.2782327,2019
2, , , ,2,2,4,3,1,10,101,378.2484627,2019
2, , , ,2,2,5,4,5,5,55,2.241611186,2019
2, , , ,2,2,3,3,1,12,121,2541.009338,2019
2, , , ,2,3,2,1,1,4,41,3422.439635,2019
2, , , ,2,3,4,3,1,6,61,2180.352917,2019
2, , , ,2,3,4,4,2,5,52,59.73878417,2019
1,1,0,0,2,2,5,4,5,4,45,6.055947353,2019
2, , , ,2,2,2,3,1,9,91,809.9354492,2019
1,1,0,1,2,2,3,3,5,13,135,9.159566696,2019
2, , , ,2,3,4,3,4,13,134,48.999136,2019
2, , , ,2,1,3,3,1,4,41,3422.439635,2019
1,1,0,0,2,2,4,4,5,4,45,6.055947353,2019
2, , , , ,3,2,2,1,6,61,2293.019769,2019
2, , , ,2,2,4,3,4,12,124,6.111742882,2019
2, , , ,2,2,3,3,1,2,21,202.612735,2019
1,0,0,1,2,2,4,4,2,12,122,73.94086599,2019
2, , , ,2,3,4,4,2,5,52,53.81699784,2019
2, , , ,2,2,5,5,3,10,103,46.46815968,2019
1,1,0,0,3,1,4,2,5,6,65,1.268220219,2019
2, , , ,2,3,2,4,1,4,41,3799.029877,2019
2, , , ,2,3,4,4,2,7,72,33.28447785,2019
2, , , ,3,2,4,4,5,3,35,3.663092023,2019
2, , , ,2,2,3,2,1,2,21,202.612735,2019
2, , , ,2,3,3,3,2,5,52,59.73878417,2019
1,1,1,1,2,2,3,3,5,4,45,5.700002703,2019
2, , , ,2,1,4,4,4,12,124,5.525749672,2019
2, , , ,2,2,4,4,1,2,21,202.612735,2019
2, , , ,2,2,4,3,2,6,62,478.2345649,2019
2, , , ,2,3,4,5,3,6,63,87.13863982,2019
1,0,1,0,3,2,5,3,5,13,135,1.329479312,2019
1,1,0,0,2,2,4,4,4,12,124,3.475550606,2019
2, , , ,2,2,5,4,1,3,31,469.1714095,2019
2, , , ,2,3,3,3,2,5,52,53.81699784,2019
2, , , ,2,3,2,2,1,11,111,279.0662548,2019
2, , , ,2,2,4,3,2,4,42,512.2782327,2019
2, , , ,2,2,4,3,4,2,24,28.1318123,2019
2, , , ,3,3,5,5,4,8,84,12.25910528,2019
2, , , ,2,3,5,2,4,11,114,12.72838444,2019
2, , , ,2,2,4,3,3,2,23,76.71655453,2019
2, , , ,2,2,4,5,1,11,111,238.6002982,2019
2, , , ,2,2,5,3,1,7,71,178.6283394,2019
1,0,0,1,2,3,4,2,1,11,111,251.4029745,2019
2, , , ,2,3,3,3,1,8,81,85.87992796,2019
2, , , ,2,3,4,3,2,2,22,107.8973193,2019
2, , , ,2,3,3,4,4,11,114,12.72838444,2019
2, , , ,2,2,3,3,3,6,63,87.13863982,2019
2, , , ,2,3,3,3,2,10,102,117.4938253,2019
1,1,0,0,2,2,5,3,4,4,44,13.74839779,2019
2, , , ,2,3,3,3,2,12,122,126.2700637,2019
2, , , ,2,2,4,3,3,5,53,30.95571799,2019
1,1,0,0,2,3,4,4,5,7,75,4.456038067,2019
2, , , ,2,2,4,4,3,8,83,76.93229646,2019
1,0,1,0,2,2,4,4,4,4,44,13.72194285,2019
2, , , ,2,2,4,3,1,8,81,85.91594328,2019
2, , , ,2,3,3,3,1,2,21,196.0550817,2019
1,1,0,0,2,2,4,4,4,11,114,8.286086612,2019
1,0,0,1,2,1,5,5,5,4,45,5.700002703,2019
1,1,0,0,2,2,3,4,4,4,44,13.72194285,2019
2, , , ,2,3,4,4,1,11,111,230.8778911,2019
2, , , ,2,2,4,3,3,9,93,51.94971263,2019
1,1,0,0,2,2,5,5,4,12,124,3.475550606,2019
2, , , ,2,2,3,4,4,4,44,13.72194285,2019
1,0,0,1,2,3,3,3,2,13,132,381.673761,2019
2, , , ,2,2,5,5,3,7,73,43.07972534,2019
2, , , ,2,3,5,4,2,2,22,107.8973193,2019
2, , , ,2,2,3,3,3,3,33,159.7322528,2019
1,1,0,1,2,1,5,5,5,7,75,4.456038067,2019
2, , , ,2,2,4,4,4,4,44,13.72194285,2019
1,0,0,1,2,3,3,3,2,13,132,381.673761,2019
1,1,0,0,2,3,3,4,2,3,32,189.9248078,2019
2, , , ,2,2,3,3,3,10,103,73.87934953,2019
1,0,1,0,2,2,5,3,3,7,73,43.07972534,2019
2, , , ,2,3,1,1,2,9,92,101.2641092,2019
2, , , ,2,3,1,1,2,6,62,478.2345649,2019
2, , , ,2,2,1,3,1,7,71,198.2838182,2019
2, , , , ,3,1,1,1,12,121,2416.157591,2019
2, , , ,2,2,3,3,2,2,22,111.5062705,2019
1,1,0,0,3,2,4,4,4,7,74,13.71127054,2019
1,1,0,0,2,2,4,3,4,4,44,12.91542128,2019
1,0,1,0,2,2,4,4,3,13,133,163.6631028,2019
2, , , , ,3,2,2,1,6,61,2293.019769,2019
2, , , ,2,2,4,3,3,7,73,47.79998351,2019
2, , , ,2,3,3,3,4,3,34,17.50714507,2019
2, , , ,2,2,4,3,1,6,61,2293.019769,2019
1,0,1,1,2,3,4,4,5,3,35,1.253854334,2019
2, , , ,2,3,3,3,3,9,93,54.16309185,2019
2, , , , ,2,2,2,1,6,61,2293.019769,2019
1,1,0,1,2,2,4,4,4,8,84,7.710653452,2019
2, , , ,2,3,3,2,1,6,61,2293.019769,2019
1,0,1,0,3,2,4,4,2,7,72,33.23430563,2019
2, , , ,2,2,3,3,1,6,61,2293.019769,2019
2, , , ,2,2,5,4,4,4,44,13.93841919,2019
1,0,1,0,2,3,4,4,4,11,114,13.15412364,2019
1,1,0,0,3,3,3,3,5,13,135,5.190036679,2019
2, , , ,2,3,1,1,1,2,21,196.9857324,2019
2, , , ,2,3,1,1,4,1,14,2.123826987,2019
2, , , ,2,2,3,3,2,11,112,52.14368334,2019
2, , , ,2,2,4,3,1,6,61,2293.019769,2019
2, , , ,2,2,4,4,4,11,114,12.94263108,2019
2, , , ,2,3,4,4,2,4,42,461.4971149,2019
2, , , ,2,3,1,1,4,1,14,2.123826987,2019
1,0,0,1,3,3,4,4,2,7,72,33.28447785,2019
2, , , ,2,2,4,4,4,11,114,13.83384557,2019
1,0,0,1,2,3,3,3,5,5,55,2.241611186,2019
2, , , ,2,3,3,2,1,6,61,2293.019769,2019
1,0,1,0,3,1,4,4,1,7,71,178.6283394,2019
2, , , ,2,3,4,2,1,6,61,2293.019769,2019
2, , , ,2,3,1,1,4,5,54,15.32784947,2019
2, , , ,2,2,4,3,2,10,102,130.4223304,2019
2, , , ,2,2,4,4,4,11,114,13.83384557,2019
1,1,0,0,2,2,4,3,4,10,104,9.120365427,2019
1,0,1,0,2,3,1,1,4,2,24,27.44914282,2019
2, , , ,2,3,4,4,4,11,114,13.15412364,2019
2, , , ,2,2,4,3,1,6,61,2293.019769,2019
1,1,0,0,2,3,4,4,4,4,44,12.55673154,2019
2, , , ,2,3,5,4,4,11,114,8.140573128,2019
2, , , ,2,3,1,1,1,1,11,21.0554573,2019
2, , , ,2,2,4,3,1,6,61,2293.019769,2019
1,0,1,0,3,2,3,3,4,7,74,13.71127054,2019
1,0,1,0,2,3,1,1,4,1,14,1.45979053,2019
2, , , ,2,2,4,3,4,8,84,12.25910528,2019
2, , , ,2,2,3,2,1,6,61,2293.019769,2019
2, , , ,2,2,4,3,4,11,114,13.83384557,2019
1,1,0,0,2,3,3,3,4,1,14,1.45979053,2019
1,1,0,0,2,2,3,3,5,13,135,5.190036679,2019
2, , , ,2,2,3,2,1,6,61,2293.019769,2019
1,0,0,1,2,3,1,1,4,1,14,1.45979053,2019
2, , , ,2,3,4,4,5,10,105,4.702961929,2019
2, , , ,2,2,4,3,1,4,41,3995.33972,2019
1,1,0,1,4,3,4,3,4,12,124,3.475550606,2019
2, , , ,2,2,3,3,1,4,41,3995.33972,2019
1,0,0,1,2,3,5,5,2,10,102,130.4223304,2019
1,0,1,0,2,3,4,4,3,9,93,54.16309185,2019
1,0,0,1,2,2,4,4,5,11,115,4.829986465,2019
2, , , ,2,2,4,3,1,4,41,3995.33972,2019
2, , , ,2,3,2,2,5,11,115,4.829986465,2019
1,1,0,0,2,2,5,4,4,10,104,14.50039489,2019
2, , , , ,3,3,2,1,4,41,3995.33972,2019
2, , , ,2,2,4,4,3,13,133,163.6631028,2019
2, , , ,2,2,4,3,1,4,41,3995.33972,2019
2, , , ,2,2,3,3,3,7,73,47.79998351,2019
2, , , ,2,3,3,1,3,2,23,76.71655453,2019
2, , , ,2,2,3,2,1,4,41,3995.33972,2019
2, , , ,2,2,3,3,4,2,24,25.02559977,2019
2, , , ,2,2,3,2,1,4,41,3995.33972,2019
2, , , ,2,3,4,3,3,12,123,87.45915245,2019
2, , , ,2,2,4,3,4,2,24,25.02559977,2019
2, , , ,2,2,4,4,1,2,21,202.612735,2019
2, , , ,2,3,3,2,1,4,41,3995.33972,2019
2, , , ,2,3,4,2,2,10,102,117.4938253,2019
2, , , ,2,2,3,3,4,2,24,25.02559977,2019
2, , , , ,3,1,1,2,12,122,130.4935467,2019
2, , , ,2,3,3,3,2,10,102,117.4938253,2019
