Q44,Q44A1,Q44A2,Q44A3,Q43,REQ43,Q36,Q45A1,Q45A3,Q45A5,D_SIZE,D_IND,D_INDSIZE,RIM_WT,year
1,0,1,0,2,2,2,4,3,3,3,10,103,1.31138940098859,2021
2, , , ,1,1,2,4,4,4,1,5,51,37.0938072591148,2021
2, , , ,1,1,2,4,5,5,1,5,51,37.0938072591148,2021
1,0,1,1,1,1,2,5,4,5,1,5,51,37.0938072591148,2021
2, , , ,1,1,3,4,2,3,1,5,51,37.0938072591148,2021
2, , , ,1,1,2,4,4,4,2,12,122,5.66607170224287,2021
2, , , ,2,2,2,4,4,3,3,10,103,1.31138940098859,2021
2, , , ,1,1,2,5,5,5,3,12,123,2.21254172392332,2021
2, , , ,1,1,2,3,3,3,1,1,11,8.33245892175621,2021
1,1,0,0,3,2,2,4,4,4,1,4,41,35.1237903057177,2021
1,0,0,1,1,1,2,3,3,3,2,11,112,6.14534723944127,2021
1,0,1,0,1,1,3,4,3,3,2,2,22,8.16454379525888,2021
1,0,1,0,1,1,3,3,2,3,2,2,22,8.67972915675632,2021
1,0,1,1,1,1,2,5,5,5,2,14,142,7.85625836330239,2021
2, , , ,1,1,2,4,4,3,1,1,11,8.33245892175621,2021
1,0,1,1,1,1,2,5,5,5,2,14,142,7.85625836330239,2021
2, , , ,2,2,3,2,3,3,1,14,141,35.0510380912577,2021
1,1,0,0,2,2,2,4,4,4,2,3,32,3.59566885845831,2021
1,0,0,1,1,1,3,5,5,3,2,14,142,7.85625836330239,2021
1,0,0,1,1,1,3,5,5,3,2,14,142,7.85625836330239,2021
2, , , ,1,1,2,4,4,3,1,1,11,8.33245892175621,2021
1,0,0,1,1,1,3,5,5,3,2,14,142,7.85625836330239,2021
1,1,0,0,1,1,2,4,4,3,2,3,32,3.59566885845831,2021
2, , , ,1,1,2,3,3,3,2,5,52,6.62783950075891,2021
2, , , ,1,1,3,3,3,3,3,12,123,2.21254172392332,2021
2, , , ,1,1,2,4,3,3,2,3,32,3.59566885845831,2021
2, , , ,1,1,2,3,3,3,1,2,21,65.3809324770437,2021
2, , , ,5,3,2,4,3,3,1,1,11,8.33245892175621,2021
1,0,0,1,1,1,2,5,5,3,3,12,123,2.21254172392332,2021
2, , , ,1,1,2,2,2,4,1,2,21,65.3809324770437,2021
2, , , ,1,1,2,3,3,2,1,2,21,65.3809324770437,2021
2, , , ,1,1,2,5,4,3,3,12,123,2.21254172392332,2021
1,1,0,0,1,1,2,4,4,4,2,5,52,6.23444405863412,2021
2, , , ,1,1,2,5,5,4,2,12,122,5.66607170224287,2021
2, , , ,1,1,2,5,4,3,2,12,122,5.66607170224287,2021
1,0,1,1,1,1,2,3,3,3,2,8,82,6.51661688545411,2021
2, , , ,1,1,2,4,3,3,2,12,122,5.66607170224287,2021
2, , , ,1,1,2,4,4,3,2,12,122,5.66607170224287,2021
2, , , ,1,1,3,4,4,4,3,12,123,2.21254172392332,2021
2, , , ,1,1,2,4,4,3,1,1,11,8.33245892175621,2021
1,1,0,0,1,1,3,4,4,4,3,11,113,1.77974380141251,2021
2, , , ,1,1,2,4,4,3,3,12,123,2.21254172392332,2021
2, , , ,1,1,3,4,3,3,1,3,31,6.3354728716926,2021
2, , , ,1,1,2,5,5,5,3,4,43,1.50760911021387,2021
1,1,0,0,1,1,2,4,4,4,3,11,113,1.77974380141251,2021
2, , , ,1,1,3,4,3,3,1,3,31,6.3354728716926,2021
1,0,1,0,1,1,2,5,4,3,2,4,42,6.22756377148426,2021
2, , , ,1,1,2,5,3,3,1,12,121,26.4814970140077,2021
2, , , ,1,1,2,5,4,4,1,12,121,26.4814970140077,2021
1,0,1,0,1,1,3,4,4,4,2,16,162,2.00889777255721,2021
2, , , ,1,1,2,5,4,4,1,12,121,26.4814970140077,2021
1,0,1,0,1,1,2,4,4,4,2,16,162,2.00889777255721,2021
1,0,0,1,1,1,2,4,4,3,3,12,123,2.21254172392332,2021
2, , , ,1,1,3,3,3,3,1,6,61,40.3382532964327,2021
1,0,1,0,1,1,2,5,4,3,2,12,122,5.66607170224287,2021
2, , , ,1,1,3,3,3,3,1,6,61,30.026128436143,2021
2, , , ,1,1,3,5,3,3,1,12,121,26.4814970140077,2021
2, , , ,1,1,2,4,3,3,1,12,121,26.4814970140077,2021
2, , , ,1,1,2,4,3,3,1,12,121,23.3643924778194,2021
2, , , ,1,1,2,4,4,4,1,12,121,26.4814970140077,2021
2, , , ,1,1,3,4,3,4,1,12,121,26.4814970140077,2021
2, , , ,1,1,2,4,4,3,1,12,121,26.4814970140077,2021
2, , , ,1,1,2,5,4,3,1,12,121,26.4814970140077,2021
1,0,0,1,1,1,2,4,5,3,3,12,123,2.21254172392332,2021
2, , , ,1,1,2,5,5,3,3,12,123,2.21254172392332,2021
2, , , ,1,1,2,3,3,3,1,12,121,23.3643924778194,2021
2, , , ,1,1,2,4,4,4,1,2,21,58.4200655232121,2021
1,0,1,0,1,1,2,4,3,3,1,2,21,58.4200655232121,2021
2, , , ,1,1,2,4,4,2,2,1,12,1.64171220656758,2021
2, , , ,1,1,2,4,3,3,1,12,121,23.3643924778194,2021
2, , , ,1,1,3,5,3,3,1,3,31,6.3354728716926,2021
1,0,1,0,1,1,2,4,4,4,2,1,12,1.64171220656758,2021
1,0,0,1,1,1,2,4,4,2,1,3,31,6.41146440104849,2021
2, , , ,1,1,3,4,2,2,1,3,31,6.3354728716926,2021
1,0,1,0,1,1,2,4,4,4,1,1,11,7.18559921663349,2021
2, , , ,1,1,2,4,2,2,1,3,31,6.3354728716926,2021
1,0,0,1,1,1,2,4,4,2,1,3,31,6.81602988419286,2021
2, , , ,1,1,3,4,4,4,1,1,11,7.18559921663349,2021
2, , , ,1,1,3,4,4,2,1,3,31,6.3354728716926,2021
2, , , ,1,1,3,4,4,4,1,1,11,7.18559921663349,2021
2, , , ,1,1,2,4,4,3,1,3,31,6.3354728716926,2021
2, , , ,1,1,2,4,4,3,1,12,121,23.3643924778194,2021
2, , , ,1,1,3,4,3,3,1,3,31,6.3354728716926,2021
1,0,1,0,1,1,3,4,4,4,2,2,22,7.75563037800783,2021
1,0,1,0,2,2,3,4,4,4,2,2,22,7.75563037800783,2021
1,0,1,0,1,1,2,4,4,4,2,2,22,7.75563037800783,2021
1,0,1,0,2,2,2,4,5,4,2,2,22,7.75563037800783,2021
2, , , ,1,1,2,5,4,4,2,3,32,3.19289174093106,2021
2, , , ,1,1,2,4,4,4,1,2,21,58.4200655232121,2021
2, , , ,1,1,2,5,4,4,2,3,32,3.19289174093106,2021
2, , , ,1,1,2,4,4,4,1,2,21,78.4837580935972,2021
2, , , ,1,1,2,5,4,4,2,3,32,3.19289174093106,2021
2, , , ,1,1,3,4,4,4,1,2,21,78.4837580935972,2021
1,0,1,0,1,1,2,4,4,4,3,3,33,1.06423373140524,2021
2, , , ,1,1,2,4,4,4,1,2,21,78.4837580935972,2021
2, , , ,1,1,3,4,4,4,1,2,21,58.4200655232121,2021
1,0,1,0,1,1,2,4,4,4,2,2,22,8.06777398875512,2021
2, , , ,1,1,3,4,3,3,1,4,41,29.9825978797274,2021
1,0,1,0,1,1,2,4,4,4,1,3,31,6.0903522993119,2021
1,0,1,0,1,1,2,5,5,5,2,2,22,8.06777398875512,2021
1,0,1,0,2,2,2,4,4,4,1,3,31,6.0903522993119,2021
2, , , ,1,1,3,4,3,3,1,3,31,6.3354728716926,2021
1,1,0,1,2,2,2,4,4,4,3,2,23,1.6171094527265,2021
1,0,1,1,1,1,3,4,5,3,3,2,23,1.6171094527265,2021
1,0,1,0,1,1,2,4,4,4,3,2,23,1.6171094527265,2021
1,1,0,0,1,1,3,4,4,4,2,2,22,7.75563037800783,2021
1,0,1,0,1,1,2,4,4,4,2,2,22,7.75563037800783,2021
1,0,1,0,1,1,2,4,4,4,2,1,12,1.67400611704372,2021
1,0,1,0,1,1,3,4,4,4,1,2,21,59.5692391472311,2021
1,0,1,0,1,1,2,4,4,4,1,2,21,80.0276020435702,2021
1,0,1,0,1,1,1,4,4,3,1,16,161,42.2159911394653,2021
2, , , ,1,1,2,1,1,1,1,10,101,17.2550398737714,2021
2, , , ,1,1,2,5,5,5,1,11,111,39.084388433792,2021
2, , , ,1,1,2,4,4,3,1,11,111,39.084388433792,2021
1,0,1,0,1,1,2,4,4,4,1,4,41,33.5550840264281,2021
1,0,1,0,1,1,2,4,4,3,1,4,41,33.5550840264281,2021
2, , , ,1,1,2,2,2,3,1,12,121,35.4178051994527,2021
2, , , ,1,1,2,3,3,3,2,2,22,8.67972915675632,2021
1,1,0,0,1,1,2,3,3,3,2,2,22,8.67972915675632,2021
1,0,1,0,1,1,2,4,3,3,2,12,122,6.05096353151803,2021
1,0,1,0,1,1,2,4,3,3,2,12,122,6.05096353151803,2021
1,0,1,1,1,1,3,3,3,3,2,14,142,7.85625836330239,2021
2, , , ,1,1,2,2,3,3,1,12,121,35.4178051994527,2021
1,1,0,1,1,1,2,4,4,4,3,4,43,1.10188054955578,2021
1,1,0,0,1,1,2,5,4,4,2,14,142,7.35653470161455,2021
1,0,0,1,1,1,3,3,3,3,2,6,62,6.66025391764815,2021
1,1,0,0,1,1,2,4,4,3,3,4,43,1.50760911021387,2021
2, , , ,1,1,2,3,3,3,2,12,122,7.57811477538511,2021
2, , , ,1,1,3,3,3,3,2,6,62,6.26493451766923,2021
2, , , ,1,1,2,4,3,3,3,4,43,1.50760911021387,2021
2, , , ,1,1,2,2,2,3,2,12,122,7.57811477538511,2021
1,1,0,0,1,1,3,5,4,4,2,9,92,5.52114552786372,2021
1,0,1,0,1,1,2,4,4,3,2,6,62,6.66025391764815,2021
2, , , ,1,1,2,5,5,2,1,9,91,7.09736441020042,2021
2, , , ,1,1,2,5,5,1,1,9,91,7.09736441020042,2021
1,0,1,0,1,1,2,3,3,3,1,4,41,31.5634218694613,2021
1,1,0,0,1,1,2,5,5,5,1,9,91,7.09736441020042,2021
2, , , ,1,1,2,3,3,3,1,13,131,7.14423065670826,2021
2, , , ,1,1,2,4,4,4,1,9,91,7.09736441020042,2021
1,0,1,0,1,1,3,3,3,3,1,10,101,13.7777824836091,2021
1,1,0,0,1,1,2,4,4,4,1,9,91,7.09736441020042,2021
2, , , ,1,1,2,4,4,4,1,9,91,7.09736441020042,2021
2, , , ,1,1,3,3,4,3,1,9,91,7.09736441020042,2021
1,0,1,0,1,1,2,3,3,2,1,10,101,12.9600021449304,2021
2, , , ,1,1,3,3,3,2,1,9,91,7.09736441020042,2021
2, , , ,1,1,2,5,5,5,1,9,91,7.09736441020042,2021
1,0,1,0,1,1,2,3,3,3,2,10,102,6.17669251253202,2021
2, , , ,1,1,2,3,4,3,1,9,91,7.09736441020042,2021
2, , , ,1,1,3,5,4,2,1,9,91,7.09736441020042,2021
1,0,1,0,1,1,2,4,3,3,2,10,102,6.17669251253202,2021
2, , , ,1,1,2,2,3,3,1,13,131,7.14423065670826,2021
2, , , ,1,1,2,4,4,4,1,9,91,7.09736441020042,2021
1,0,1,0,1,1,2,3,3,3,2,2,22,8.67972915675632,2021
2, , , ,1,1,2,5,4,3,1,11,111,39.2592464111791,2021
2, , , ,1,1,2,4,3,3,1,1,11,8.33245892175621,2021
1,0,1,0,1,1,3,3,3,3,2,2,22,8.67972915675632,2021
2, , , ,1,1,2,3,4,4,1,11,111,29.2229603097986,2021
2, , , ,1,1,3,2,2,2,1,16,161,44.0438173519283,2021
2, , , ,1,1,2,4,5,4,2,11,112,5.75445181787752,2021
1,0,1,0,1,1,3,4,4,4,3,4,43,1.61001982062413,2021
2, , , ,2,2,2,4,4,3,1,1,11,8.33245892175621,2021
2, , , ,1,1,2,4,5,4,2,11,112,5.75445181787752,2021
1,0,0,1,1,1,2,4,4,2,1,3,31,6.41146440104849,2021
2, , , ,1,1,1,5,5,5,2,11,112,5.75445181787752,2021
1,0,1,0,1,1,2,4,3,3,2,2,22,8.67972915675632,2021
2, , , ,1,1,2,3,3,3,1,12,121,23.3643924778194,2021
2, , , ,1,1,2,4,3,5,2,11,112,5.75445181787752,2021
2, , , ,1,1,2,4,3,3,1,12,121,35.3142756231356,2021
1,1,0,0,1,1,1,5,4,4,3,11,113,1.49567894426204,2021
2, , , ,1,1,2,5,5,5,2,4,42,6.65059731886868,2021
2, , , ,1,1,2,3,3,3,1,12,121,23.3643924778194,2021
1,0,1,0,10,4,2,5,4,4,3,12,123,1.95210615109678,2021
2, , , ,1,1,2,5,5,4,1,11,111,29.2229603097986,2021
1,0,1,1,1,1,2,5,5,5,1,13,131,7.20878917586585,2021
1,0,0,1,1,1,2,3,4,3,2,4,42,6.25585108635195,2021
1,1,0,0,1,1,2,4,4,3,1,11,111,29.2229603097986,2021
2, , , ,1,1,2,4,4,2,2,4,42,6.22756377148426,2021
2, , , ,1,1,2,4,3,2,1,11,111,29.2229603097986,2021
2, , , ,1,1,2,4,4,2,2,4,42,6.22756377148426,2021
2, , , ,1,1,2,4,3,3,1,13,131,5.31787000541055,2021
2, , , ,1,1,2,5,4,4,2,4,42,6.65059731886868,2021
2, , , ,1,1,3,4,3,3,1,11,111,29.2229603097986,2021
2, , , ,1,1,2,4,3,3,2,6,62,6.23660612991185,2021
2, , , ,1,1,2,4,5,2,1,11,111,29.2229603097986,2021
1,0,0,1,1,1,3,4,4,3,2,4,42,6.22756377148426,2021
2, , , ,1,1,2,4,3,3,2,4,42,6.65059731886868,2021
2, , , ,1,1,2,3,3,3,1,12,121,23.3643924778194,2021
2, , , ,1,1,2,4,3,2,1,11,111,29.2229603097986,2021
2, , , ,1,1,2,3,2,2,1,4,41,31.4207003691573,2021
2, , , ,1,1,2,4,3,3,1,12,121,26.4814970140077,2021
2, , , ,1,1,3,5,5,5,1,11,111,29.2229603097986,2021
2, , , ,1,1,3,5,4,4,1,12,121,26.4814970140077,2021
1,0,1,0,1,1,3,4,4,3,3,10,103,1.48634528115588,2021
2, , , ,2,2,3,4,3,3,3,12,123,1.95210615109678,2021
2, , , ,1,1,2,4,4,2,1,11,111,29.2229603097986,2021
2, , , ,1,1,2,4,4,4,1,13,131,5.31787000541055,2021
1,0,1,0,1,1,3,5,4,5,1,12,121,26.4814970140077,2021
2, , , ,1,1,2,4,4,2,1,4,41,31.4207003691573,2021
2, , , ,1,1,2,4,4,2,1,11,111,29.2229603097986,2021
2, , , ,1,1,3,4,4,3,3,10,103,1.48634528115588,2021
2, , , ,1,1,2,3,3,3,1,13,131,5.31787000541055,2021
1,0,0,1,1,1,2,1,1,1,2,12,122,6.05096353151803,2021
2, , , ,1,1,2,3,3,3,1,12,121,23.3643924778194,2021
2, , , ,1,1,2,4,3,2,1,12,121,26.4814970140077,2021
1,0,0,1,1,1,2,5,5,2,1,11,111,29.2229603097986,2021
2, , , ,1,1,3,5,4,3,3,10,103,1.48634528115588,2021
2, , , ,1,1,2,4,4,2,2,4,42,6.22756377148426,2021
1,1,0,0,1,1,2,3,3,3,2,12,122,5.66607170224287,2021
2, , , ,1,1,2,5,4,2,2,4,42,6.22756377148426,2021
2, , , ,1,1,3,3,3,3,1,12,121,26.4814970140077,2021
2, , , ,1,1,2,3,3,3,1,12,121,23.3643924778194,2021
1,0,1,0,1,1,3,5,5,4,2,4,42,6.22756377148426,2021
2, , , ,1,1,2,4,4,4,3,4,43,1.03179174169036,2021
2, , , ,1,1,3,3,3,2,1,12,121,35.5762594065886,2021
2, , , ,2,2,2,4,3,3,3,12,123,1.95210615109678,2021
1,0,1,0,1,1,2,3,3,2,1,13,131,7.66366611089853,2021
2, , , ,1,1,3,3,3,2,1,12,121,26.4814970140077,2021
1,1,0,0,1,1,2,4,3,3,3,4,43,1.03179174169036,2021
2, , , ,1,1,2,4,3,3,1,12,121,26.4814970140077,2021
1,1,0,0,1,1,2,4,4,3,3,4,43,1.03179174169036,2021
2, , , ,1,1,2,4,3,3,3,4,43,1.03179174169036,2021
1,0,1,1,1,1,2,5,5,3,1,13,131,5.70451628746913,2021
2, , , ,1,1,2,4,3,3,3,12,123,2.21254172392332,2021
1,1,0,0,1,1,1,4,3,3,3,4,43,1.03179174169036,2021
1,0,0,1,1,1,2,4,3,3,3,12,123,2.21254172392332,2021
2, , , ,1,1,2,4,3,2,1,4,41,31.4207003691573,2021
2, , , ,1,1,2,4,4,2,1,4,41,31.4207003691573,2021
1,0,1,0,1,1,2,5,4,4,1,5,51,33.5226097443862,2021
1,0,1,1,1,1,2,3,3,3,1,13,131,5.70451628746913,2021
2, , , ,1,1,3,4,3,3,2,4,42,6.22756377148426,2021
1,1,0,0,1,1,2,4,4,3,3,10,103,1.48634528115588,2021
1,0,1,0,1,1,2,5,5,5,2,4,42,6.22756377148426,2021
1,0,0,1,1,1,2,4,4,4,1,3,31,6.81602988419286,2021
1,0,0,1,1,1,2,4,3,2,2,4,42,6.22756377148426,2021
2, , , ,1,1,2,4,3,3,1,4,41,31.4207003691573,2021
2, , , ,1,1,2,3,3,2,1,3,31,6.81602988419286,2021
1,0,0,1,1,1,3,5,5,3,3,10,103,1.48634528115588,2021
1,0,1,0,1,1,2,3,3,3,2,2,22,8.67972915675632,2021
2, , , ,1,1,2,5,4,3,1,11,111,29.2229603097986,2021
1,0,0,1,1,1,2,3,3,2,2,15,152,2.59741773832826,2021
2, , , ,1,1,3,4,4,3,1,4,41,31.4207003691573,2021
1,0,1,1,1,1,2,2,2,2,2,15,152,2.44324799727834,2021
2, , , ,1,1,2,3,4,3,2,4,42,6.22756377148426,2021
2, , , ,1,1,3,2,2,2,1,2,21,65.3809324770437,2021
1,0,0,1,1,1,2,5,5,4,1,11,111,29.2229603097986,2021
2, , , ,1,1,3,4,4,3,1,10,101,12.9014004205129,2021
1,0,0,1,1,1,3,4,3,3,2,4,42,6.22756377148426,2021
2, , , ,1,1,2,5,4,2,1,11,111,29.2229603097986,2021
1,0,1,1,1,1,2,4,4,3,1,8,81,31.5229560271105,2021
2, , , ,1,1,2,4,3,2,3,4,43,1.03179174169036,2021
1,0,1,0,1,1,3,3,3,3,2,2,22,8.16454379525888,2021
2, , , ,1,1,2,2,2,2,1,11,111,29.2229603097986,2021
2, , , ,1,1,2,4,4,3,1,4,41,31.4207003691573,2021
1,0,0,1,1,1,3,4,3,2,2,10,102,5.78380326974687,2021
1,0,1,0,1,1,2,3,3,3,1,4,41,33.5550840264281,2021
2, , , ,1,1,2,5,3,2,1,11,111,29.2229603097986,2021
2, , , ,1,1,2,3,2,2,1,1,11,8.04177764920763,2021
2, , , ,1,1,2,4,4,2,1,11,111,39.2592464111791,2021
1,0,1,0,1,1,3,3,2,2,2,2,22,8.67972915675632,2021
2, , , ,1,1,2,5,5,4,1,4,41,31.4207003691573,2021
1,0,1,0,1,1,2,5,3,3,2,10,102,5.78380326974687,2021
1,1,0,0,1,1,2,4,4,1,1,11,111,29.2229603097986,2021
1,0,1,0,1,1,2,4,3,3,1,12,121,28.2803644416176,2021
1,0,0,1,1,1,3,5,5,5,2,12,122,5.66607170224287,2021
2, , , ,1,1,2,4,4,2,1,11,111,29.2229603097986,2021
2, , , ,1,1,3,4,4,2,2,10,102,5.78380326974687,2021
1,0,0,1,1,1,3,5,5,5,1,13,131,5.70451628746913,2021
1,0,1,0,1,1,2,4,4,3,1,4,41,33.5550840264281,2021
2, , , ,1,1,2,3,3,1,1,11,111,29.2229603097986,2021
2, , , ,1,1,3,4,4,4,1,13,131,5.31787000541055,2021
1,0,1,1,1,1,3,5,5,5,2,14,142,7.85625836330239,2021
2, , , ,1,1,2,5,4,4,2,11,112,5.75445181787752,2021
1,1,0,0,1,1,2,5,4,5,3,3,33,1.07212889489117,2021
2, , , ,1,1,2,5,5,5,2,11,112,5.75445181787752,2021
2, , , ,1,1,2,5,5,5,1,13,131,5.31787000541055,2021
2, , , ,1,1,3,4,4,3,1,10,101,12.9014004205129,2021
2, , , ,1,1,2,5,5,5,2,11,112,5.75445181787752,2021
2, , , ,1,1,2,4,4,4,2,6,62,6.66025391764815,2021
2, , , ,1,1,3,3,4,2,2,10,102,5.78380326974687,2021
2, , , ,1,1,2,3,2,2,2,11,112,5.75445181787752,2021
2, , , ,1,1,2,4,3,2,2,11,112,5.75445181787752,2021
2, , , ,1,1,2,3,3,2,1,10,101,12.9014004205129,2021
2, , , ,1,1,2,4,4,3,2,11,112,5.75445181787752,2021
2, , , ,1,1,2,4,4,3,3,12,123,1.95210615109678,2021
1,1,0,1,1,1,1,5,5,4,3,3,33,1.07212889489117,2021
2, , , ,1,1,2,4,4,3,2,11,112,5.75445181787752,2021
2, , , ,1,1,3,4,3,2,2,10,102,5.78380326974687,2021
1,0,1,0,1,1,2,3,3,3,3,12,123,2.36283795669626,2021
1,1,0,0,1,1,1,4,3,3,2,11,112,5.75445181787752,2021
2, , , ,1,1,2,4,3,1,2,10,102,5.78380326974687,2021
2, , , ,2,2,2,4,3,3,3,12,123,1.95210615109678,2021
2, , , ,1,1,2,4,4,4,2,11,112,5.75445181787752,2021
2, , , ,1,1,2,4,3,2,1,10,101,12.9014004205129,2021
1,0,1,0,1,1,2,3,3,3,1,4,41,33.5550840264281,2021
2, , , ,1,1,2,4,4,4,3,3,33,1.07212889489117,2021
2, , , ,1,1,2,3,2,1,2,11,112,5.75445181787752,2021
1,1,0,0,1,1,3,5,5,4,2,11,112,5.75445181787752,2021
2, , , ,1,1,2,3,3,3,1,10,101,12.9014004205129,2021
1,1,0,0,1,1,2,4,4,4,1,16,161,32.784397155441,2021
2, , , ,1,1,2,4,4,2,2,10,102,5.78380326974687,2021
2, , , ,1,1,2,5,4,3,2,4,42,6.65059731886868,2021
2, , , ,1,1,2,4,4,3,3,12,123,2.21254172392332,2021
2, , , ,1,1,2,4,4,1,1,10,101,12.9014004205129,2021
1,1,0,0,1,1,2,5,4,5,3,12,123,2.21254172392332,2021
1,0,0,1,1,1,3,4,3,1,2,10,102,5.78380326974687,2021
1,0,1,0,1,1,2,3,3,3,2,2,22,8.67972915675632,2021
2, , , ,1,1,2,4,2,2,3,12,123,1.11963315550271,2021
2, , , ,1,1,2,4,4,3,2,10,102,5.78380326974687,2021
2, , , ,1,1,3,3,3,1,1,10,101,12.9014004205129,2021
1,0,1,0,1,1,2,4,4,2,3,12,123,1.11963315550271,2021
1,0,1,0,1,1,3,4,3,2,1,4,41,31.5634218694613,2021
2, , , ,1,1,3,3,4,1,1,10,101,12.9014004205129,2021
2, , , ,1,1,2,4,3,3,3,12,123,1.11963315550271,2021
1,1,0,0,1,1,2,3,3,3,2,16,162,1.78909616431374,2021
2, , , ,1,1,2,4,4,3,2,12,122,5.66607170224287,2021
1,0,1,0,1,1,1,5,4,4,3,12,123,1.11963315550271,2021
1,0,1,1,1,1,2,4,4,4,2,11,112,6.14534723944127,2021
2, , , ,1,1,3,4,4,1,2,10,102,5.78380326974687,2021
2, , , ,1,1,2,5,3,2,3,12,123,1.11963315550271,2021
1,1,0,0,1,1,2,4,4,3,2,10,102,5.78380326974687,2021
2, , , ,1,1,2,4,3,2,3,12,123,1.11963315550271,2021
2, , , ,1,1,2,4,4,4,1,2,21,61.2221589908495,2021
2, , , ,1,1,3,3,3,2,2,10,102,5.78380326974687,2021
2, , , ,1,1,3,3,2,2,1,7,71,26.2463961951671,2021
1,0,1,1,1,1,1,5,5,3,3,12,123,1.11963315550271,2021
1,0,1,1,1,1,2,3,3,2,2,11,112,6.14534723944127,2021
2, , , ,1,1,3,3,3,1,2,10,102,5.78380326974687,2021
1,1,0,0,1,1,2,5,4,4,3,12,123,1.11963315550271,2021
2, , , ,1,1,2,4,4,4,1,5,51,33.5226097443862,2021
2, , , ,1,1,3,3,3,1,1,10,101,12.9014004205129,2021
2, , , ,1,1,2,4,4,2,3,12,123,1.11963315550271,2021
1,0,0,1,1,1,2,5,4,5,1,7,71,19.5367324745238,2021
1,0,0,1,1,1,2,4,4,4,2,6,62,6.66025391764815,2021
2, , , ,1,1,2,4,3,3,3,12,123,1.11963315550271,2021
2, , , ,1,1,2,4,3,3,3,12,123,1.11963315550271,2021
2, , , ,1,1,2,5,5,5,1,5,51,33.5226097443862,2021
2, , , ,1,1,2,5,4,3,3,12,123,1.11963315550271,2021
1,0,0,1,1,1,2,4,3,1,3,12,123,2.36283795669626,2021
2, , , ,1,1,2,4,3,1,3,10,103,1.48634528115588,2021
2, , , ,1,1,2,5,3,2,3,12,123,1.11963315550271,2021
2, , , ,1,1,2,3,3,3,1,5,51,33.5226097443862,2021
2, , , ,1,1,2,4,3,2,3,10,103,1.48634528115588,2021
1,1,0,0,1,1,2,5,4,3,3,12,123,1.11963315550271,2021
1,0,0,1,1,1,2,5,5,5,1,7,71,19.5367324745238,2021
2, , , ,1,1,2,4,4,1,1,10,101,12.9014004205129,2021
1,1,0,0,1,1,1,5,4,4,3,12,123,1.11963315550271,2021
1,0,1,0,1,1,2,5,5,5,2,12,122,5.66607170224287,2021
2, , , ,1,1,2,4,4,3,3,12,123,1.11963315550271,2021
1,0,1,1,1,1,2,4,4,4,1,5,51,35.7997744653139,2021
2, , , ,1,1,3,3,3,1,1,10,101,17.3322364602594,2021
1,1,0,0,1,1,1,5,5,5,3,12,123,1.11963315550271,2021
2, , , ,1,1,2,4,3,2,1,10,101,17.3322364602594,2021
2, , , ,1,1,3,5,4,4,1,5,51,33.5226097443862,2021
2, , , ,1,1,2,5,4,3,3,12,123,1.11963315550271,2021
2, , , ,1,1,2,4,3,3,1,7,71,19.5367324745238,2021
1,0,0,1,1,1,2,5,4,5,3,3,33,1.07212889489117,2021
2, , , ,1,1,2,4,4,3,3,12,123,1.11963315550271,2021
2, , , ,1,1,2,4,3,1,3,12,123,1.11963315550271,2021
1,0,1,0,1,1,2,4,3,4,1,5,51,35.7997744653139,2021
2, , , ,1,1,3,4,3,3,1,5,51,33.5226097443862,2021
1,0,0,1,1,1,2,5,5,5,1,7,71,19.5367324745238,2021
2, , , ,1,1,2,3,4,4,1,9,91,7.09736441020042,2021
2, , , ,1,1,2,4,4,4,1,2,21,65.3809324770437,2021
2, , , ,1,1,3,3,4,3,1,9,91,7.09736441020042,2021
2, , , ,1,1,2,4,4,4,1,9,91,7.09736441020042,2021
1,0,0,1,1,1,3,3,3,2,1,3,31,6.81602988419286,2021
2, , , ,1,1,2,5,3,3,1,9,91,7.09736441020042,2021
2, , , ,1,1,2,4,3,2,1,3,31,6.81602988419286,2021
2, , , ,1,1,2,5,5,5,2,5,52,6.20625354072102,2021
2, , , ,1,1,3,4,4,5,1,7,71,26.2463961951671,2021
1,0,0,1,1,1,2,4,4,4,2,2,22,8.67972915675632,2021
2, , , ,3,2,2,4,4,3,3,12,123,1.95210615109678,2021
1,0,0,1,1,1,2,5,3,3,1,4,41,33.5550840264281,2021
1,1,0,0,1,1,2,5,5,5,1,9,91,7.09736441020042,2021
1,1,0,1,1,1,2,4,4,5,3,16,163,1.15214701482057,2021
1,0,1,0,1,1,2,4,4,3,2,5,52,6.20625354072102,2021
1,0,1,0,1,1,3,4,2,3,1,7,71,19.5367324745238,2021
2, , , ,1,1,3,5,5,2,2,5,52,6.20625354072102,2021
1,0,1,0,1,1,2,4,3,3,1,12,121,28.2803644416176,2021
2, , , ,1,1,3,4,3,2,2,5,52,6.20625354072102,2021
2, , , ,1,1,3,4,3,3,2,16,162,1.78909616431374,2021
2, , , ,1,1,2,3,3,3,2,5,52,6.20625354072102,2021
1,0,1,1,1,1,2,5,5,5,1,13,131,5.70451628746913,2021
2, , , ,1,1,2,3,2,2,1,7,71,19.5367324745238,2021
1,0,1,0,1,1,2,5,5,3,2,15,152,2.59741773832826,2021
2, , , ,1,1,2,4,4,3,1,5,51,33.5226097443862,2021
1,0,1,0,1,1,2,4,4,4,1,15,151,9.10421538450331,2021
2, , , ,1,1,2,5,5,5,2,5,52,6.20625354072102,2021
